episode,reward
160,-2.8608
161,-11.8476
162,-0.9001
163,-5.6669
164,-0.8705
165,-11.3573
166,-11.4672
167,-3.8314
168,-1.2458
169,-0.0552
170,-0.1167
171,-9.1334
172,-2.6377
173,-8.764
174,-2.6813
175,-8.9304
176,-0.9722
177,-36.5862
178,-1.4208
179,-0.9296
180,0.2794
181,0.3205
182,-8.3281
183,-0.8089
184,-5.9025
185,0.6429
186,0.0342
187,1.1057
188,-0.4979
189,0.7564
190,1.0606
191,-7.3536
192,-2.8583
193,-13.7799
194,-0.9461
195,-0.984
196,-1.8428
197,-2.503
198,-4.4705
199,0.7077
200,-2.6857
201,0.0809
202,-4.0329
203,-3.187
204,-0.9282
205,-15.5516
206,-1.3181
207,0.1247
208,-1.5336
209,-3.0106
210,2.0677
211,-0.8293
212,-0.9401
213,-2.0402
214,-0.0433
215,-1.1727
216,-3.7422
217,-2.4731
218,-6.177
219,0.5282
220,-6.483
221,-6.1445
222,1.5881
223,-3.146
224,0.6715
225,0.533
226,-0.7301
227,-10.2982
228,-1.8948
229,0.625
230,-8.721
231,-7.5211
232,0.8977
233,-2.9388
234,-5.2121
235,-3.8062
236,-15.8471
237,-2.5542
238,-0.4278
239,-5.9908
240,-1.4857
241,-4.3769
242,-5.1514
243,-1.1317
244,0.9949
245,-5.1842
246,0.3373
247,0.0779
248,0.9052
249,0.2212
250,-0.3352
251,-0.0626
252,1.0639
253,-4.4151
254,-0.9228
255,0.5394
256,-2.6725
257,-5.8595
258,-1.4153
259,-2.3073
260,-3.0648
261,-0.9083
262,-6.1865
263,-1.274
264,-1.436
265,1.7413
266,0.6402
267,-1.5297
268,-8.742
269,1.0576
270,0.5791
271,-0.5568
272,-0.8266
273,-0.7553
274,0.7923
275,-0.0707
276,-0.6938
277,-2.4033
278,0.483
279,-3.9863
280,-15.7241
281,-2.8302
282,-2.4389
283,-3.7657
284,-2.7486
285,-1.5221
286,-6.2289
287,0.2653
288,-0.8253
289,-2.4566
290,-21.5704
291,-7.7791
292,-5.6497
293,-1.4111
294,0.1614
295,-2.7964
296,-6.1993
297,0.3133
298,0.5535
299,-2.8666
300,0.0844
301,-2.4631
302,-1.2857
303,-0.4926
304,0.5944
305,-27.3742
306,-1.6054
307,-2.4071
308,-2.6409
309,-3.3833
310,0.6557
311,1.0842
312,-0.9173
313,-0.4235
314,-15.6903
315,-0.5031
316,-4.0901
317,-6.6914
318,-2.914
319,-2.4707
320,-10.6759
321,-8.0524
322,0.0311
323,-3.9588
324,-1.7525
325,-2.9206
326,-1.6843
327,-9.8834
328,-0.4997
329,-10.5789
330,-4.3096
331,0.4725
332,-3.3036
333,-2.6754
334,0.4726
335,-1.3321
336,-8.9491
337,0.8672
338,-1.7854
339,-5.1219
340,-0.9472
341,-5.6113
342,-12.2897
343,-1.8344
344,0.3823
345,-2.6234
346,-7.5415
347,0.8453
348,-2.8214
349,0.1319
350,-4.2797
351,0.0921
352,-6.6447
353,-3.1663
354,0.529
355,-5.9798
356,-6.08
357,-0.2829
358,-1.5504
359,-4.6455
360,-3.5636
361,0.5847
362,0.4956
363,-1.5408
364,0.2333
365,-0.0527
366,-2.7959
367,-0.9931
368,-0.6858
369,-5.0773
370,-1.9268
371,0.7496
372,0.1756
373,-1.8564
374,-7.9831
375,0.5411
376,0.7748
377,0.8294
378,1.5645
379,-1.4859
380,-2.0073
381,-1.747
382,-0.619
383,0.5189
384,1.2275
385,0.7109
386,0.6783
387,0.269
388,-6.1712
389,-1.6883
390,-5.3998
391,0.5219
392,-10.2296
393,-1.4093
394,-3.0519
395,0.5622
396,-0.4766
397,-0.7724
398,-1.4639
399,-0.65
400,-2.6477
401,-3.4088
402,-6.1433
403,-0.3574
404,0.7048
405,-0.0534
406,-4.2563
407,-1.7416
408,-3.051
409,-1.3278
410,-3.8042
411,0.6342
412,-3.0869
413,-2.1341
414,1.4088
415,-3.0074
416,0.4786
417,-1.2979
418,-1.1241
419,-4.0332
420,-3.0908
421,0.5074
422,-10.5362
423,0.672
424,-5.2267
425,-2.1033
426,-0.1435
427,-2.4813
428,0.5498
429,0.5236
430,-0.622
431,0.5803
432,-1.4799
433,-1.6812
434,-13.4559
435,0.5465
436,-1.7506
437,0.4106
438,-1.0813
439,-1.6409
440,-4.6353
441,-8.5427
442,1.0949
443,-5.1926
444,-2.5035
445,-4.7703
446,0.7079
447,-1.2735
448,-2.0594
449,-3.601
450,-4.8714
451,-0.3622
452,-0.7417
453,0.8675
454,-0.4197
455,-0.0523
456,-2.1615
457,0.4591
458,-0.7265
459,-3.6982
460,-2.2228
461,-3.7954
462,-0.9923
463,-2.1091
464,-3.3606
465,-1.5058
466,0.895
467,0.4194
468,-5.4323
469,0.4609
470,-1.6141
471,0.2659
472,-1.7466
473,-1.6759
474,0.9763
475,0.1484
476,-1.0526
477,-0.247
478,0.2189
479,0.6231
480,0.5743
481,-1.158
482,-0.8253
483,3.0914
484,-0.2073
485,-4.0999
486,-0.1289
487,-2.1686
488,-0.1442
489,-0.3138
490,-4.0509
491,-1.8027
492,0.251
493,0.2199
494,-1.5158
495,-0.3299
496,-1.4507
497,2.0252
498,-1.1425
499,0.4314
500,0.3477
501,-4.0397
502,-1.234
503,-7.2128
504,0.5114
505,-4.018
506,-0.6419
507,0.7643
508,0.3711
509,1.1632
510,0.6008
511,0.358
512,1.1958
513,-0.0972
514,1.5766
515,-0.1032
516,-3.0781
517,0.0567
518,-2.3695
519,1.3167
520,-0.7208
521,-2.0301
522,-0.0822
523,-0.0147
524,0.7101
525,0.9186
526,0.9407
527,-5.023
528,-4.1487
529,0.117
530,1.0367
531,0.1978
532,-0.3983
533,0.5739
534,0.1868
535,0.5583
536,-0.0277
537,-1.166
538,0.7746
539,-0.7929
540,0.6973
541,-2.8794
542,0.3205
543,-6.3197
544,0.7274
545,-1.6814
546,0.1333
547,-0.2553
548,-3.0683
549,0.4657
550,0.0325
551,0.4205
552,-2.6566
553,-0.2364
554,1.218
555,-1.2694
556,3.4264
557,-0.4062
558,0.4125
559,1.1898
560,-1.771
561,-1.1318
562,-1.3665
563,-2.2082
564,0.246
565,-1.1614
566,-0.8721
567,0.2842
568,-2.8988
569,-3.0874
570,0.6181
571,-2.9702
572,0.7542
573,0.0006
574,-1.9332
575,-0.6479
576,0.3092
577,-0.4722
578,-2.0416
579,0.297
580,-2.8705
581,0.339
582,-4.6793
583,-4.933
584,1.172
585,0.0333
586,-0.6235
587,-0.1651
588,0.6595
589,-0.1252
590,-0.1347
591,-2.0898
592,-0.2273
593,-0.3853
594,-6.1775
595,-1.6668
596,-6.0741
597,-8.825
598,0.3657
599,-0.4784
600,0.571
601,-1.6223
602,-0.475
603,-0.1646
604,0.7042
605,-4.8049
606,-0.4081
607,0.4599
608,0.2542
609,-5.4482
610,0.912
611,0.1245
612,1.0245
613,-3.6751
614,-0.6934
615,-2.3213
616,-0.4746
617,4.1033
618,-9.7999
619,0.0117
620,-2.4824
621,-7.2038
622,-0.2076
623,-0.9527
624,0.3799
625,2.1211
626,0.353
627,-0.2938
628,-2.0095
629,0.2932
630,0.6378
631,0.2931
632,0.1988
633,-4.1137
634,-6.5721
635,-0.3121
636,-0.1274
637,0.1437
638,-0.076
639,-0.1437
640,-0.8674
641,0.7489
642,-0.6285
643,0.0758
644,-1.1758
645,1.094
646,0.7078
647,0.8589
648,-1.6509
649,-1.4679
650,-1.3914
651,-0.616
652,-2.3793
653,0.4913
654,0.5105
655,-0.7858
656,0.7419
657,-0.9656
658,0.6605
659,0.7254
660,1.4975
661,-0.7595
662,0.0964
663,0.023
664,-0.6335
665,0.4464
666,-0.9659
667,-4.6056
668,-1.1499
669,0.6629
670,0.4885
671,0.4722
672,0.3389
673,0.4037
674,0.2971
675,-0.2361
676,-2.7834
677,0.2661
678,-2.0803
679,-0.3327
680,0.7403
681,-1.63
682,0.5533
683,-3.0222
684,-1.8687
685,-0.1395
686,0.7301
687,-0.8483
688,0.7081
689,-0.8102
690,-0.7745
691,-0.733
692,0.4231
693,-2.75
694,0.0906
695,1.8512
696,0.5787
697,0.9111
698,-7.122
699,-2.1253
700,0.078
701,0.3159
702,-1.1584
703,-1.198
704,-1.8824
705,-0.0454
706,0.7989
707,0.5423
708,0.4144
709,3.9754
710,0.2273
711,0.1167
712,0.001
713,-0.3539
714,0.8038
715,-5.7778
716,-5.2131
717,0.0579
718,0.1373
719,0.3927
720,-0.385
721,-0.8248
722,0.0988
723,-2.1652
724,-2.3345
725,0.3156
726,-0.1814
727,0.8949
728,-0.2496
729,-3.3263
730,0.808
731,0.2224
732,0.0364
733,-2.1737
734,-2.4988
735,-4.1685
736,-0.8894
737,0.1105
738,-0.5172
739,1.0043
740,-0.1843
741,-4.8423
742,0.3441
743,-0.251
744,1.1701
745,-0.4544
746,-0.5218
747,0.0131
748,0.8901
749,1.157
750,0.0949
751,0.0626
752,-1.3674
753,0.4353
754,0.6782
755,0.7624
756,0.1306
757,-4.2474
758,-2.1355
759,-0.7049
760,5.5121
761,1.1193
762,0.4455
763,-0.3879
764,-1.4855
765,0.1222
766,0.0219
767,0.8028
768,-1.5936
769,0.4264
770,-0.6195
771,-1.0686
772,1.447
773,0.414
774,-0.0908
775,-4.1178
776,-0.5036
777,3.3061
778,0.6405
779,0.7391
780,0.642
781,-3.3344
782,0.8111
783,0.8509
784,-0.8031
785,-0.2689
786,-4.0816
787,-2.2586
788,0.5094
789,0.4577
790,0.672
791,-0.1214
792,-0.9596
793,-0.6058
794,0.0424
795,0.0441
796,-0.6383
797,-1.1858
798,0.3177
799,0.064
800,1.0378
801,-1.2487
802,-0.6029
803,0.6646
804,-1.8154
805,1.1044
806,-1.2909
807,-0.9474
808,0.9541
809,-3.2443
810,0.6687
811,-5.3446
812,-3.3042
813,-0.9844
814,1.3329
815,0.7511
816,0.9192
817,0.5061
818,1.0133
819,4.0136
820,5.1146
821,0.5001
822,1.1114
823,-1.0036
824,0.4771
825,0.558
826,0.2365
827,0.625
828,-0.7947
829,1.1862
830,-1.9954
831,-0.1878
832,-0.0663
833,-0.0324
834,-0.8938
835,-0.1434
836,-5.1834
837,4.1204
838,1.0901
839,0.1411
840,-0.0233
841,0.2349
842,1.3366
843,0.9349
844,0.0758
845,-2.3081
846,-0.636
847,-0.042
848,0.0573
849,0.7475
850,-2.7987
851,-1.1813
852,0.4118
853,0.8194
854,0.4839
855,-1.9316
856,-1.1858
857,-1.2803
858,1.0571
859,-1.9269
860,0.6385
861,0.1936
862,-1.5552
863,-9.9762
864,-0.3339
865,0.7058
866,-0.049
867,0.2503
868,0.7819
869,-3.3597
870,0.1163
871,0.625
872,1.9964
873,0.439
874,0.1519
875,1.6743
876,-0.8746
877,0.5988
878,0.9855
879,-2.7945
880,1.0263
881,0.2829
882,0.5284
883,0.0982
884,0.502
885,-2.0712
886,0.3472
887,0.4131
888,1.2892
889,-3.0695
890,-4.134
891,-2.7631
892,0.9603
893,0.2286
894,0.7454
895,0.1835
896,0.2507
897,1.167
898,0.3255
899,-0.019
900,0.517
901,-1.8596
902,-3.4218
903,1.188
904,-0.581
905,-0.7563
906,0.1174
907,-0.1722
908,0.6361
909,1.2047
910,-0.5313
911,-0.3766
912,1.1334
913,0.6139
914,1.022
915,-1.2292
916,0.1648
917,-2.0418
918,-0.6673
919,0.3238
920,0.3039
921,-10.9908
922,0.1138
923,-1.7426
924,-2.4903
925,0.5889
926,0.2811
927,0.6859
928,0.8193
929,0.7542
930,-1.879
931,0.4313
932,0.0011
933,-4.0144
934,0.6404
935,-2.4756
936,0.1108
937,-0.3153
938,0.5908
939,-0.7596
940,-7.8355
941,1.0274
942,1.6824
943,0.1292
944,-0.2267
945,-0.5186
946,0.6217
947,1.1931
948,-2.8382
949,-1.417
950,-0.8239
951,0.171
952,-0.1614
953,0.1828
954,-0.2232
955,0.1524
956,-4.0739
957,2.0088
958,0.1805
959,-1.0579
960,-6.9362
961,1.1073
962,0.9541
963,0.5092
964,-1.6593
965,-3.4866
966,0.332
967,0.4732
968,0.6007
969,-0.1096
970,0.3707
971,-0.4415
972,-0.1504
973,0.0261
974,-2.3296
975,-0.7559
976,-0.077
977,-1.7651
978,0.3743
979,-0.037
980,1.1581
981,-2.8572
982,-0.786
983,-0.0844
984,1.2596
985,1.1404
986,0.5209
987,2.5842
988,-0.5947
989,-1.4035
990,0.5628
991,0.7507
992,-0.1649
993,-1.0919
994,1.5901
995,0.1479
996,2.1278
997,2.1771
998,-3.6938
999,-6.7318
1000,0.4309
1001,0.3057
1002,1.1249
1003,1.2561
1004,0.7407
1005,-0.1451
1006,0.1928
1007,-0.0978
1008,0.0822
1009,0.499
1010,-2.2929
1011,0.3826
1012,-0.0899
1013,0.3323
1014,0.3465
1015,-2.0264
1016,-0.6137
1017,-0.9359
1018,0.318
1019,-1.188
1020,-1.5156
1021,0.4212
1022,1.316
1023,-1.596
1024,0.7085
1025,-0.3338
1026,-2.2211
1027,0.605
1028,-9.8864
1029,0.2718
1030,-0.1134
1031,0.7595
1032,-0.9863
1033,-11.7419
1034,-0.2827
1035,0.6041
1036,-0.8613
1037,-0.2377
1038,0.0117
1039,-2.2449
1040,-1.3013
1041,1.1432
1042,1.5018
1043,-1.0182
1044,1.1882
1045,-4.8379
1046,-3.1107
1047,0.8836
1048,0.3764
1049,-0.0192
1050,0.2502
1051,1.0365
1052,1.6971
1053,0.4193
1054,-0.1371
1055,-1.0499
1056,0.2187
1057,0.4083
1058,0.3908
1059,-1.9655
1060,0.1673
1061,-1.9424
1062,0.2833
1063,-0.3188
1064,-0.8144
1065,-1.4908
1066,-2.1569
1067,-1.1556
1068,-3.5679
1069,0.7557
1070,0.6673
1071,0.7115
1072,-0.4525
1073,0.6778
1074,0.7456
1075,-1.4871
1076,0.2914
1077,-1.3165
1078,-0.0669
1079,-0.1267
1080,0.169
1081,0.0946
1082,-0.3106
1083,0.5075
1084,0.7502
1085,0.5011
1086,2.9932
1087,-1.1349
1088,-2.0023
1089,0.4495
1090,0.8714
1091,-0.6148
1092,0.8395
1093,0.1482
1094,0.1166
1095,-2.1822
1096,4.9847
1097,0.7192
1098,0.5376
1099,-0.8523
1100,-1.1522
1101,-5.1011
1102,-3.9002
1103,-0.6504
1104,-1.5786
1105,0.5301
1106,1.6531
1107,-0.9359
1108,0.7799
1109,0.7165
1110,0.3466
1111,-1.0733
1112,-0.8967
1113,-1.7746
1114,-1.5453
1115,-0.7324
1116,0.9684
1117,-1.5137
1118,0.7583
1119,0.0314
1120,0.5961
1121,-1.3858
1122,0.1042
1123,0.6467
1124,-1.0121
1125,3.0255
1126,0.3089
1127,1.2221
1128,0.5072
1129,1.6966
1130,0.2727
1131,0.0948
1132,1.3674
1133,-1.6681
1134,-3.2908
1135,-0.6903
1136,1.1524
1137,-1.0135
1138,0.7698
1139,-1.7333
1140,0.6338
1141,-0.7809
1142,-4.0203
1143,-0.4088
1144,-1.2578
1145,1.5858
1146,0.3385
1147,0.7475
1148,0.7456
1149,0.2245
1150,0.7916
1151,-3.8305
1152,0.3294
1153,0.0829
1154,0.0801
1155,0.0159
1156,1.884
1157,0.8402
1158,0.4345
1159,0.4215
1160,0.1236
1161,-1.646
1162,0.6682
1163,0.121
1164,0.1413
1165,0.4554
1166,-3.5108
1167,0.2384
1168,1.6842
1169,0.8596
1170,0.3198
1171,-1.7705
1172,0.5744
1173,-0.5168
1174,0.0097
1175,-1.2082
1176,-0.0526
1177,0.5273
1178,0.5377
1179,-0.1746
1180,0.4863
1181,-0.4638
1182,2.5506
1183,-1.5667
1184,-0.149
1185,1.2041
1186,1.0218
1187,0.3693
1188,-1.431
1189,0.2693
1190,-1.4908
1191,-2.315
1192,0.4477
1193,0.7844
1194,0.7814
1195,0.1663
1196,-1.4002
1197,1.569
1198,1.3694
1199,-2.607
1200,0.1138
1201,0.4265
1202,-5.7377
1203,0.2871
1204,0.1653
1205,-0.1409
1206,1.2863
1207,0.9121
1208,1.5141
1209,1.8555
1210,1.1113
1211,-1.7038
1212,-0.3464
1213,-1.4936
1214,-1.3955
1215,0.5873
1216,0.6107
1217,-1.4016
1218,-1.3138
1219,-3.7309
1220,0.5233
1221,-0.071
1222,-0.5488
1223,0.6694
1224,-0.8914
1225,-0.6115
1226,-2.9273
1227,0.8151
1228,0.4211
1229,0.4859
1230,0.9058
1231,1.1306
1232,0.935
1233,0.254
1234,-0.0456
1235,1.1154
1236,2.8676
1237,0.0297
1238,-2.3683
1239,0.4565
1240,0.9408
1241,0.427
1242,0.2731
1243,0.6269
1244,0.3545
1245,0.7398
1246,-0.9898
1247,0.4823
1248,0.8906
1249,-0.4479
1250,-0.9018
1251,-0.6808
1252,-0.0513
1253,-0.5272
1254,-0.8594
1255,0.4035
1256,-1.0473
1257,-0.3658
1258,-0.338
1259,0.0478
1260,-0.6415
1261,0.5846
1262,0.3799
1263,-3.0337
1264,2.5809
1265,-0.7371
1266,-1.8376
1267,1.5177
1268,-0.6835
1269,-0.4221
1270,-0.6328
1271,-4.6251
1272,3.3345
1273,-0.0014
1274,0.6436
1275,0.699
1276,-3.0636
1277,-0.0179
1278,-0.7429
1279,1.8649
1280,0.4611
1281,0.7031
1282,-1.4862
1283,0.2944
1284,-2.607
1285,0.0678
1286,0.7626
1287,1.8646
1288,0.2605
1289,-1.5334
1290,-0.6423
1291,-2.8326
1292,-0.2034
1293,1.2537
1294,-5.1907
1295,1.1946
1296,0.4843
1297,0.4878
1298,3.4822
1299,-0.1287
1300,3.3349
1301,2.8059
1302,0.0301
1303,-0.5525
1304,0.3753
1305,0.3365
1306,-1.13
1307,0.4316
1308,0.2586
1309,0.5302
1310,-0.1445
1311,0.7156
1312,-0.9915
1313,0.1631
1314,0.1647
1315,2.3076
1316,-0.3822
1317,0.408
1318,-2.1486
1319,0.0604
1320,0.3644
1321,-0.0373
1322,0.9843
1323,0.2474
1324,-2.7573
1325,-2.1925
1326,0.1167
1327,0.0111
1328,0.2985
1329,0.6913
1330,-2.156
1331,0.4058
1332,1.7404
1333,0.8438
1334,-0.7717
1335,-0.0336
1336,1.1586
1337,0.8666
1338,0.0316
1339,2.1507
1340,0.0821
1341,0.5823
1342,-1.0015
1343,1.4603
1344,0.5764
1345,1.7099
1346,-0.6752
1347,0.2151
1348,0.1171
1349,1.1734
1350,0.2262
1351,1.4332
1352,0.7053
1353,0.2285
1354,0.1933
1355,-1.9435
1356,0.0591
1357,0.1642
1358,0.6884
1359,1.0188
1360,-9.0356
1361,0.5878
1362,0.3382
1363,-0.6306
1364,-2.1381
1365,0.5446
1366,-1.7832
1367,-0.7342
1368,0.1865
1369,-4.0626
1370,0.7742
1371,-0.0462
1372,-1.7086
1373,0.2235
1374,-0.9911
1375,-0.2375
1376,-4.322
1377,0.1506
1378,0.5599
1379,-1.7833
1380,-1.3133
1381,-1.5015
1382,0.2589
1383,2.8073
1384,-1.6678
1385,-0.2756
1386,-0.9064
1387,0.5326
1388,-0.906
1389,-1.0646
1390,0.2328
1391,-0.3144
1392,0.6416
1393,0.1789
1394,0.6211
1395,-0.3828
1396,0.8132
1397,2.8381
1398,-0.0512
1399,-0.8118
1400,4.1274
1401,0.6019
1402,0.4854
1403,0.439
1404,1.1073
1405,0.1903
1406,-1.6711
1407,0.6748
1408,0.8502
1409,1.2216
1410,0.5327
1411,0.2701
1412,-2.879
1413,-0.8077
1414,0.5783
1415,-1.7136
1416,-1.2341
1417,0.8948
1418,-3.0178
1419,-1.8025
1420,-0.9812
1421,0.0025
1422,-0.7175
1423,-0.2388
1424,-0.8383
1425,8.9819
1426,0.5842
1427,1.1907
1428,1.5685
1429,0.0127
1430,3.3591
1431,0.5574
1432,1.8718
1433,0.951
1434,0.4459
1435,0.1687
1436,0.4096
1437,-3.1336
1438,1.181
1439,0.6882
1440,0.649
1441,-1.121
1442,1.178
1443,-1.171
1444,0.6973
1445,3.6366
1446,-1.4474
1447,0.9922
1448,-0.8287
1449,0.9557
1450,-4.5611
1451,0.65
1452,0.0692
1453,1.5427
1454,0.548
1455,0.2786
1456,1.4103
1457,0.2955
1458,-0.6203
1459,0.3319
1460,-0.5294
1461,-0.6967
1462,-1.5585
1463,0.1164
1464,0.4262
1465,0.5526
1466,0.3043
1467,-0.0336
1468,-0.9101
1469,-0.2306
1470,-0.6266
1471,-0.0125
1472,-1.5288
1473,0.2757
1474,-9.1475
1475,-0.0423
1476,0.2187
1477,0.4057
1478,0.2207
1479,1.0036
1480,-4.3135
1481,0.6207
1482,-3.4304
1483,0.9799
1484,0.3245
1485,0.1574
1486,-0.1013
1487,-1.526
1488,1.2163
1489,-0.363
1490,0.4551
1491,-0.6577
1492,3.7188
1493,0.2184
1494,-2.9331
1495,0.0914
1496,-1.3881
1497,-2.6518
1498,-3.5647
1499,0.4736
1500,0.2955
1501,0.5915
1502,-0.5128
1503,3.599
1504,-0.972
1505,-1.5075
1506,-1.6756
1507,1.1433
1508,0.7488
1509,2.9779
1510,1.3105
1511,1.9553
1512,2.8467
1513,-0.7088
1514,1.3466
1515,-2.8807
1516,2.0922
1517,0.3927
1518,-1.3913
1519,0.9547
1520,0.6141
1521,-0.1769
1522,-1.2674
1523,1.7395
1524,0.5625
1525,0.7055
1526,1.2042
1527,-1.9368
1528,2.4952
1529,0.1674
1530,3.8722
1531,0.8429
1532,1.2328
1533,0.485
1534,-2.1642
1535,1.1286
1536,1.9772
1537,-3.9427
1538,0.7907
1539,1.1003
1540,-2.1235
1541,0.9688
1542,1.2026
1543,0.3696
1544,0.7916
1545,0.8056
1546,1.3273
1547,0.5715
1548,0.3639
1549,0.489
1550,0.9336
1551,1.2835
1552,-0.2116
1553,-0.3186
1554,-0.0415
1555,-0.2655
1556,2.4059
1557,0.6419
1558,-5.1373
1559,1.5713
1560,1.0572
1561,2.0396
1562,-0.037
1563,5.0843
1564,-1.9067
1565,-2.0414
1566,-1.2995
1567,-0.2484
1568,1.1609
1569,0.5152
1570,-2.6267
1571,-0.1539
1572,0.2455
1573,0.947
1574,-0.622
1575,-0.0488
1576,-1.1257
1577,9.0242
1578,1.2788
1579,0.6196
1580,0.3566
1581,-0.0036
1582,-0.1432
1583,3.4202
1584,2.5221
1585,0.3016
1586,-0.7249
1587,1.147
1588,0.9844
1589,-1.1658
1590,-6.8903
1591,3.0574
1592,0.9325
1593,-4.0709
1594,0.1109
1595,1.4223
1596,-2.2963
1597,-0.5727
1598,-4.2854
1599,0.8041
1600,0.5454
1601,-1.1599
1602,0.1517
1603,3.4261
1604,-4.218
1605,0.8123
1606,-0.6734
1607,-0.836
1608,0.6889
1609,0.769
1610,0.2291
1611,0.2844
1612,1.0367
1613,2.141
1614,0.8906
1615,-2.8171
1616,1.0375
1617,0.1009
1618,0.026
1619,1.1107
1620,1.8616
1621,1.7353
1622,0.7938
1623,-3.6309
1624,-2.2743
1625,-0.6148
1626,3.0613
1627,0.3175
1628,-2.3844
1629,-0.3073
1630,0.3618
1631,1.9616
1632,0.4076
1633,-0.3254
1634,1.0916
1635,0.5436
1636,1.5839
1637,0.9813
1638,1.0956
1639,-0.3761
1640,0.691
1641,0.9345
1642,-0.1515
1643,0.8101
1644,-0.0152
1645,-1.3648
1646,0.4289
1647,-0.102
1648,0.1062
1649,2.7598
1650,-1.3137
1651,0.7653
1652,-1.3876
1653,-0.0278
1654,-2.8051
1655,0.4475
1656,-0.741
1657,0.5783
1658,0.9605
1659,0.4806
1660,0.326
1661,1.1804
1662,1.2041
1663,1.3386
1664,-1.3017
1665,-0.0155
1666,-0.2215
1667,-0.4965
1668,0.7121
1669,0.5768
1670,0.6991
1671,-0.1798
1672,-0.6933
1673,0.2103
1674,0.7094
1675,0.2237
1676,0.8219
1677,0.4679
1678,0.8329
1679,1.9128
1680,0.6456
1681,-0.5136
1682,0.1653
1683,10.3518
1684,0.4874
1685,0.4461
1686,3.9241
1687,0.1833
1688,0.5133
1689,-1.3155
1690,1.3411
1691,1.1647
1692,3.305
1693,-0.0872
1694,1.1629
1695,0.7917
1696,2.1983
1697,0.8434
1698,-0.5585
1699,1.6254
1700,1.7435
1701,-2.0085
1702,1.6332
1703,0.3002
1704,-4.8314
1705,-0.4948
1706,-1.254
1707,0.3383
1708,0.4977
1709,0.8408
1710,1.0372
1711,0.6941
1712,-1.1278
1713,-0.0455
1714,0.8057
1715,0.9369
1716,1.5268
1717,0.4563
1718,-3.1325
1719,0.0442
1720,-1.4036
1721,-4.2711
1722,-0.7981
1723,-2.3703
1724,0.4119
1725,-1.2186
1726,2.0714
1727,-0.1897
1728,0.3059
1729,1.3266
1730,0.5659
1731,1.484
1732,0.2334
1733,1.0216
1734,-0.1299
1735,0.7614
1736,-0.0294
1737,-2.0853
1738,2.5875
1739,1.7947
1740,-4.2103
1741,0.6342
1742,4.073
1743,-5.0678
1744,0.6963
1745,0.8964
1746,-0.3611
1747,4.5641
1748,0.5532
1749,1.5402
1750,1.6598
1751,0.2561
1752,1.4498
1753,1.8903
1754,0.5734
1755,0.5391
1756,0.6989
1757,0.3108
1758,-0.0522
1759,-0.0081
1760,1.9658
1761,-0.3618
1762,0.722
1763,1.6605
1764,0.3012
1765,0.7572
1766,-2.7989
1767,0.6131
1768,3.0354
1769,-0.5486
1770,1.881
1771,0.6785
1772,0.3181
1773,-2.149
1774,0.6764
1775,0.4501
