episode,reward
61792,6.5452
61793,0.4146
61794,219.1415
61795,4.9027
61796,106.4298
61797,108.6563
61798,336.6404
61799,239.099
61800,0.6244
61801,224.1742
61802,218.1022
61803,229.0045
61804,223.3156
61805,114.0642
61806,228.4941
61807,341.3524
61808,330.3479
61809,117.6638
61810,339.7286
61811,107.4174
61812,-1.0251
61813,343.3681
61814,108.5764
61815,220.0763
61816,234.1409
61817,219.0856
61818,106.2531
61819,114.3356
61820,216.2801
61821,114.8607
61822,213.2321
61823,113.3399
61824,110.1577
61825,106.8464
61826,221.2552
61827,112.9285
61828,333.8943
61829,223.9915
61830,106.4476
61831,235.1828
61832,223.2812
61833,223.2912
61834,220.2874
61835,108.9913
61836,328.7717
61837,214.268
61838,121.4414
61839,221.8253
61840,224.6778
61841,239.851
61842,4.9576
61843,239.4064
61844,219.0019
61845,212.2528
61846,225.8953
61847,16.0557
61848,220.0635
61849,233.4172
61850,0.7003
61851,-1.2124
61852,-0.1646
61853,220.9512
61854,115.5327
61855,218.1676
61856,208.0969
61857,108.1096
61858,0.9885
61859,323.9104
61860,229.4617
61861,114.9118
61862,0.3364
61863,228.1788
61864,113.8473
61865,231.0547
61866,-1.9117
61867,115.3823
61868,8.3033
61869,223.9226
61870,348.4624
61871,327.4545
61872,114.4023
61873,0.1221
61874,5.0777
61875,336.1073
61876,115.4986
61877,215.4413
61878,2.7865
61879,115.5495
61880,221.5069
61881,340.0423
61882,229.5316
61883,112.2354
61884,3.3758
61885,338.0139
61886,219.3104
61887,7.2942
61888,135.7964
61889,110.9607
61890,223.0631
61891,-0.9133
61892,0.3871
61893,113.2992
61894,-0.6745
61895,220.3198
61896,113.406
61897,228.4025
61898,115.4458
61899,307.7077
61900,7.0702
61901,214.0949
61902,221.8525
61903,108.6314
61904,217.0903
61905,238.3142
61906,225.7795
61907,212.8785
61908,-0.5324
61909,335.7878
61910,0.6605
61911,225.7827
61912,0.481
61913,213.0587
61914,217.2248
61915,335.606
61916,214.2023
61917,103.9376
61918,327.8217
61919,216.9945
61920,115.5215
61921,218.1259
61922,213.9493
61923,124.1848
61924,337.1801
61925,108.8788
61926,114.7065
61927,223.0185
61928,105.3547
61929,332.5824
61930,107.0347
61931,224.4028
61932,218.0718
61933,217.399
61934,222.4902
61935,313.175
61936,117.9498
61937,215.8994
61938,240.6199
61939,213.6546
61940,223.0206
61941,223.643
61942,-1.0174
61943,221.9678
61944,211.892
61945,223.2415
61946,233.6942
61947,116.282
61948,345.2008
61949,112.1299
61950,218.8748
61951,-0.4165
61952,108.7048
61953,223.3878
61954,221.575
61955,214.4876
61956,116.2667
61957,224.7988
61958,0.2286
61959,114.5236
61960,339.6271
61961,256.7719
61962,0.7066
61963,221.7454
61964,312.9504
61965,-0.9712
61966,230.1864
61967,221.5511
61968,107.4025
61969,4.53
61970,231.6972
61971,343.5592
61972,113.02
61973,114.2798
61974,219.1191
61975,216.7094
61976,234.9125
61977,217.7893
61978,108.5365
61979,110.9784
61980,236.1055
61981,115.0397
61982,3.8443
61983,228.5752
61984,216.7864
61985,212.7566
61986,114.4732
61987,109.182
61988,224.3277
61989,6.4985
61990,104.957
61991,119.7354
61992,240.0138
61993,212.9749
61994,217.5635
61995,-0.5977
61996,-1.8131
61997,215.2365
61998,212.984
61999,344.877
62000,215.7136
62001,114.3632
62002,8.1603
62003,226.8025
62004,112.3981
62005,-1.8174
62006,220.3553
62007,-1.9197
62008,260.5386
62009,230.2718
62010,238.2312
62011,239.1136
62012,240.9646
62013,243.0079
62014,-0.7848
62015,109.6132
62016,227.0386
62017,122.946
62018,109.5306
62019,-2.8768
62020,110.4759
62021,138.2724
62022,1.2023
62023,-4.101
62024,-0.7546
62025,115.4864
62026,114.7177
62027,214.486
62028,213.0515
62029,112.6662
62030,-1.0715
62031,107.3385
62032,122.055
62033,109.9097
62034,104.6514
62035,-3.9009
62036,223.7757
62037,3.6652
62038,218.9376
62039,-1.0944
62040,112.4335
62041,107.7286
62042,106.668
62043,-0.9451
62044,343.1223
62045,110.5262
62046,233.153
62047,114.4423
62048,227.4805
62049,328.9321
62050,339.099
62051,216.1981
62052,231.5171
62053,113.6294
62054,113.1732
62055,226.6002
62056,-2.8276
62057,237.7475
62058,222.3029
62059,4.4674
62060,354.2336
62061,342.5903
62062,224.8776
62063,215.9024
62064,226.5064
62065,106.7307
62066,115.191
62067,0.7449
62068,115.4561
62069,348.1494
62070,116.561
62071,212.1832
62072,227.0195
62073,2.7658
62074,214.9127
62075,217.6355
62076,0.6416
62077,116.07
62078,214.3629
62079,220.4437
62080,103.9799
62081,337.4944
62082,123.4992
62083,110.5503
62084,-0.055
62085,112.7737
62086,112.9355
62087,219.3348
62088,114.2704
62089,239.7549
62090,322.8281
62091,223.7596
62092,116.3831
62093,107.7411
62094,129.3075
62095,-0.4375
62096,214.9097
62097,114.0193
62098,327.1012
62099,108.7141
62100,221.7581
62101,110.6233
62102,112.1603
62103,14.931
62104,221.538
62105,222.9575
62106,219.4994
62107,0.181
62108,0.8555
62109,118.64
62110,110.8996
62111,14.1795
62112,208.0415
62113,119.9697
62114,103.8657
62115,221.2396
62116,-5.8821
62117,220.2234
62118,116.1221
62119,109.6002
62120,316.4967
62121,216.513
62122,237.1314
62123,214.4527
62124,111.9613
62125,7.1833
62126,235.6827
62127,108.9376
62128,222.2583
62129,215.9133
62130,209.2654
62131,113.4999
62132,242.6371
62133,115.0799
62134,222.4412
62135,245.8333
62136,107.7808
62137,226.0265
62138,-0.6359
62139,317.6576
62140,5.2976
62141,110.9447
62142,218.7683
62143,230.3897
62144,-3.0258
62145,220.9782
62146,216.8968
62147,0.4696
62148,246.9707
62149,0.197
62150,-0.3456
62151,218.7869
62152,103.8578
62153,220.4226
62154,112.7621
62155,5.2083
62156,-0.3743
62157,240.0139
62158,228.7698
62159,0.0711
62160,5.8087
62161,-0.8533
62162,114.4278
62163,344.7025
62164,0.9873
62165,110.988
62166,215.8235
62167,114.8437
62168,107.819
62169,323.1593
62170,109.2272
62171,-1.5556
62172,219.0839
62173,5.5363
62174,216.1093
62175,116.1856
62176,228.0477
62177,105.4342
62178,204.3035
62179,107.7948
62180,0.3731
62181,340.3573
62182,237.1241
62183,112.313
62184,221.2183
62185,341.5924
62186,108.5093
62187,214.1606
62188,118.9293
62189,336.3279
62190,104.8763
62191,223.9992
62192,115.3557
62193,0.3685
62194,113.3758
62195,223.9892
62196,217.1405
62197,323.8128
62198,209.7149
62199,234.5678
62200,110.785
62201,223.533
62202,213.9315
62203,5.6103
62204,208.8274
62205,-0.0973
62206,224.5566
62207,223.4182
62208,225.8669
62209,107.5264
62210,216.7647
62211,216.5797
62212,110.8996
62213,214.273
62214,115.1723
62215,114.4918
62216,230.1227
62217,326.1901
62218,218.5043
62219,323.2443
62220,0.1347
62221,341.0224
62222,234.0697
62223,109.1803
62224,113.8928
62225,247.4222
62226,341.2409
62227,-0.9886
62228,112.7186
62229,214.0581
62230,-0.6464
62231,114.0042
62232,224.9619
62233,117.2476
62234,115.0854
62235,225.515
62236,116.1198
62237,108.7755
62238,112.6845
62239,3.0818
62240,241.6264
62241,216.0095
62242,212.2417
62243,229.7324
62244,222.6721
62245,220.7429
62246,309.5732
62247,222.8851
62248,227.837
62249,219.9712
62250,220.8551
62251,329.4065
62252,114.2353
62253,222.9306
62254,216.7128
62255,109.5556
62256,6.9045
62257,0.305
62258,228.1453
62259,108.9075
62260,103.0206
62261,112.1314
62262,230.9853
62263,124.2374
62264,112.4397
62265,249.3072
62266,228.1955
62267,217.0085
62268,113.1307
62269,217.2918
62270,13.5757
62271,108.4551
62272,115.284
62273,215.4162
62274,115.3466
62275,105.7396
62276,219.8954
62277,115.3059
62278,111.5918
62279,336.8617
62280,342.2786
62281,-0.7808
62282,107.3973
62283,115.3266
62284,235.1672
62285,106.8513
62286,221.7903
62287,340.7342
62288,0.0398
62289,132.5353
62290,217.4774
62291,112.1915
62292,4.3245
62293,113.6851
62294,108.5113
62295,342.1248
62296,-1.7999
62297,240.9784
62298,137.58
62299,-0.9957
62300,236.3222
62301,223.1531
62302,-0.9072
62303,221.1627
62304,235.8536
62305,114.3031
62306,231.9071
62307,223.8698
62308,362.9737
62309,240.5345
62310,105.3712
62311,337.1653
62312,112.6648
62313,334.0087
62314,238.5131
62315,116.3757
62316,223.513
62317,343.9285
62318,-0.8174
62319,337.4708
62320,114.4714
62321,227.2662
62322,220.1743
62323,214.4041
62324,218.758
62325,218.4573
62326,112.952
62327,345.1851
62328,219.9247
62329,331.8273
62330,125.0246
62331,115.1302
62332,232.3095
62333,218.5764
62334,221.8913
62335,346.5265
62336,218.7665
62337,-1.1146
62338,119.716
62339,320.9106
62340,108.5522
62341,107.8685
62342,226.7773
62343,0.437
62344,325.5964
62345,109.1625
62346,224.0656
62347,340.1784
62348,221.1042
62349,241.4905
62350,106.9719
62351,216.3092
62352,108.5089
62353,230.2436
62354,214.3861
62355,220.6496
62356,257.8355
62357,113.8347
62358,108.7145
62359,114.597
62360,127.4312
62361,114.7964
62362,215.6223
62363,0.3182
62364,-0.7771
62365,108.8502
62366,307.0677
62367,230.4206
62368,337.9107
62369,239.1891
62370,112.0098
62371,240.7611
62372,214.4386
62373,242.656
62374,223.2994
62375,112.1044
62376,342.7715
62377,217.166
62378,239.8549
62379,108.1537
62380,217.029
62381,12.5807
62382,110.4366
62383,224.7374
62384,114.7373
62385,236.9048
62386,228.5358
62387,102.7714
62388,122.1731
62389,116.198
62390,228.8365
62391,107.9025
62392,214.0211
62393,108.5519
62394,2.5028
62395,112.0378
62396,114.6565
62397,233.2503
62398,108.8903
62399,218.2862
62400,337.657
62401,107.7803
62402,213.9419
62403,129.1646
62404,-0.8847
62405,222.4852
62406,337.792
62407,6.9389
62408,116.005
62409,108.9107
62410,235.2699
62411,206.5547
62412,231.7855
62413,247.8814
62414,112.54
62415,107.7188
62416,238.5062
62417,-1.1472
62418,214.4875
62419,-1.9444
62420,229.8574
62421,113.6309
62422,109.0337
62423,330.7369
62424,4.4194
62425,216.2849
62426,107.2825
62427,108.2878
62428,216.3961
62429,4.9623
62430,221.5509
62431,217.1199
62432,325.1533
62433,217.2829
62434,219.9997
62435,211.9261
62436,214.8821
62437,223.1576
62438,-0.1715
62439,111.1808
62440,-3.8046
62441,136.5289
62442,350.148
62443,115.075
62444,210.635
62445,220.4763
62446,337.4269
62447,224.2597
62448,219.806
62449,222.2406
62450,219.4333
62451,115.0188
62452,9.3551
62453,10.4421
62454,-2.7809
62455,110.5294
62456,211.6185
62457,119.3122
62458,235.4677
62459,219.1369
62460,110.8937
62461,106.1339
62462,214.2326
62463,-0.0579
62464,227.1089
62465,214.1655
62466,109.9969
62467,112.1144
62468,0.2641
62469,110.6903
62470,215.4366
62471,114.7392
62472,132.871
62473,116.6467
62474,231.5658
62475,215.9965
62476,112.8446
62477,216.492
62478,-1.9206
62479,110.391
62480,104.7887
62481,114.3725
62482,-0.9639
62483,110.1277
62484,228.1138
62485,205.7373
62486,206.07
62487,213.9592
62488,-0.7317
62489,226.7538
62490,236.83
62491,114.5181
62492,115.4281
62493,217.8489
62494,218.7297
62495,218.6616
62496,0.3023
62497,229.5355
62498,0.4722
62499,116.5215
62500,14.9001
62501,235.1133
62502,214.9817
62503,115.5123
62504,126.5691
62505,220.0652
62506,0.2555
62507,222.7624
62508,124.3557
62509,221.673
62510,107.3942
62511,-0.8825
62512,321.2008
62513,114.8884
62514,221.3195
62515,209.4067
62516,108.9853
62517,217.1201
62518,213.5343
62519,108.6586
62520,112.9134
62521,114.6064
62522,111.481
62523,-2.7574
62524,212.2653
62525,214.304
62526,107.1811
62527,109.6472
62528,104.5334
62529,342.3399
62530,218.1566
62531,113.9511
62532,115.0774
62533,0.2057
62534,339.593
62535,224.0094
62536,111.2393
62537,241.2691
62538,213.7888
62539,240.7402
62540,-0.7199
62541,233.46
62542,215.0711
62543,217.3468
62544,225.1308
62545,109.8228
62546,214.775
62547,220.6738
62548,210.3146
62549,211.6912
62550,109.6292
62551,119.6299
62552,114.8527
62553,215.2886
62554,0.4833
62555,220.0239
62556,223.7547
62557,215.5834
62558,108.8143
62559,113.074
62560,16.3617
62561,214.9834
62562,108.7585
62563,219.5001
62564,221.5801
62565,235.7349
62566,-1.8926
62567,338.441
62568,241.21
62569,121.966
62570,114.5208
62571,5.4347
62572,-1.7356
62573,-1.0034
62574,110.0327
62575,239.2813
62576,108.285
62577,108.7741
62578,114.9626
62579,227.9138
62580,0.3444
62581,228.0731
62582,228.5611
62583,213.9685
62584,240.4905
62585,339.4603
62586,225.4059
62587,215.7212
62588,216.5022
62589,341.5221
62590,-1.8553
62591,216.9339
62592,237.7729
62593,115.511
62594,109.3278
62595,-0.6423
62596,108.86
62597,4.9491
62598,115.4137
62599,109.0898
62600,116.9483
62601,214.0531
62602,232.592
62603,238.7723
62604,217.0997
62605,108.6899
62606,5.5117
62607,214.7957
62608,107.5892
62609,0.7633
62610,225.7652
62611,133.7071
62612,110.6621
62613,113.992
62614,116.1641
62615,114.7399
62616,125.7371
62617,112.2614
62618,0.0131
62619,224.6033
62620,103.7002
62621,213.6654
62622,211.1816
62623,113.2127
62624,223.3531
62625,121.4389
62626,121.1472
62627,114.452
62628,113.7979
62629,114.6143
62630,220.4661
62631,15.0674
62632,316.751
62633,214.6941
62634,110.0051
62635,232.9191
62636,209.7126
62637,175.7433
62638,233.0464
62639,330.9514
62640,105.9943
62641,215.4728
62642,346.2084
62643,-1.3198
62644,218.1257
62645,14.2034
62646,320.4948
62647,108.727
62648,233.7902
62649,110.7293
62650,324.795
62651,217.173
62652,113.8805
62653,110.671
62654,-1.0618
62655,0.2305
62656,-1.1711
62657,109.3273
62658,117.087
62659,237.4127
62660,235.3819
62661,222.153
62662,233.3153
62663,119.7962
62664,117.2872
62665,122.0632
62666,327.5092
62667,221.7654
62668,318.5242
62669,107.5731
62670,108.1158
62671,338.6159
62672,230.6432
62673,340.9101
62674,217.6436
62675,-1.8394
62676,235.0145
62677,316.5916
62678,216.6269
62679,326.7389
62680,103.6944
62681,108.6474
62682,105.2575
62683,105.5648
62684,221.9287
62685,228.2096
62686,212.6559
62687,106.1489
62688,341.1649
62689,108.876
62690,109.6065
62691,225.7012
62692,109.9174
62693,233.4874
62694,228.2081
62695,112.4918
62696,114.485
62697,236.6997
62698,106.5798
62699,5.3867
62700,109.0925
62701,5.8877
62702,109.2196
62703,327.0181
62704,5.0301
62705,107.4082
62706,238.6841
62707,1.8971
62708,217.8836
62709,329.687
62710,0.7565
62711,108.6672
62712,343.7757
62713,223.7261
62714,220.8522
62715,225.9153
62716,139.8476
62717,209.3022
62718,223.249
62719,216.2463
62720,105.6069
62721,107.8774
62722,0.722
62723,215.2021
62724,226.4227
62725,219.9215
62726,0.3351
62727,-0.0797
62728,5.5602
62729,218.438
62730,3.9756
62731,239.8718
62732,215.3671
62733,225.2733
62734,211.2432
62735,104.3847
62736,113.8843
62737,114.3032
62738,0.535
62739,218.6468
62740,0.6279
62741,339.7273
62742,220.6174
62743,225.7439
62744,217.9802
62745,229.0325
62746,4.4847
62747,216.6468
62748,221.7526
62749,234.0003
62750,324.8985
62751,0.6485
62752,326.561
62753,-1.1201
62754,217.9173
62755,218.258
62756,220.0783
62757,115.8296
62758,116.17
62759,225.2638
62760,321.4047
62761,211.6419
62762,117.0739
62763,111.4788
62764,116.9591
62765,227.0224
62766,222.922
62767,5.5998
62768,217.8977
62769,332.509
62770,109.7269
62771,223.5276
62772,8.1364
62773,235.9811
62774,240.3806
62775,108.9845
62776,324.2545
62777,113.425
62778,112.7683
62779,5.7143
62780,236.4479
62781,252.923
62782,6.3619
62783,231.9584
62784,0.6788
62785,5.2061
62786,342.4017
62787,216.3208
62788,215.5655
62789,111.6891
62790,5.3793
62791,2.4505
62792,112.619
62793,113.2251
62794,117.2724
62795,113.8547
62796,340.7807
62797,314.5555
62798,109.8759
62799,114.6274
62800,117.7474
62801,108.707
62802,325.0419
62803,123.2684
62804,125.656
62805,229.5814
62806,116.0358
62807,114.7908
62808,233.2744
62809,0.2481
62810,216.7392
62811,109.7643
62812,110.0047
62813,3.716
62814,14.7134
62815,-0.6269
62816,341.8916
62817,226.5543
62818,222.468
62819,212.5754
62820,237.0038
62821,219.7954
62822,216.7928
62823,131.5376
62824,212.5861
62825,225.2153
62826,7.3341
62827,0.9543
62828,225.9789
62829,220.3513
62830,108.843
62831,232.6996
62832,214.421
62833,107.8317
62834,234.7754
62835,212.2346
62836,222.908
62837,119.3567
62838,218.3036
62839,110.8964
62840,-0.6605
62841,0.7093
62842,346.4928
62843,113.1932
62844,223.6357
62845,352.5178
62846,116.0554
62847,108.7981
62848,236.4522
62849,115.656
62850,5.9496
62851,228.1301
62852,-0.5086
62853,4.8975
62854,214.7969
62855,330.7793
62856,-1.5745
62857,343.5483
62858,0.6028
62859,109.6486
62860,5.767
62861,13.133
62862,107.0709
62863,316.1629
62864,216.9387
62865,115.2175
62866,103.1049
62867,114.6611
62868,0.9746
62869,-1.047
62870,222.7687
62871,215.3619
62872,222.6622
62873,329.1063
62874,221.1727
62875,341.8744
62876,115.6744
62877,115.3754
62878,110.7461
62879,226.1556
62880,214.5436
62881,227.1128
62882,215.8498
62883,211.9516
62884,124.8307
62885,240.7594
62886,254.5094
62887,228.8951
62888,-1.0217
62889,0.5456
62890,342.5622
62891,115.0103
62892,209.7326
62893,0.1554
62894,325.1987
62895,221.6873
62896,108.9634
62897,115.3243
62898,223.0213
62899,113.661
62900,225.5289
62901,0.3742
62902,322.0629
62903,215.8562
62904,237.1967
62905,5.1986
62906,322.7084
62907,223.3421
62908,-0.2306
62909,106.728
62910,139.9831
62911,221.4762
62912,108.1549
62913,4.5163
62914,216.3024
62915,218.5946
62916,220.9275
62917,-0.9894
62918,218.4338
62919,115.5234
62920,4.5561
62921,0.4344
62922,218.5352
62923,116.0081
62924,214.5702
62925,12.8133
62926,113.9756
62927,223.2079
62928,233.6584
62929,12.9993
62930,223.8125
62931,111.5225
62932,115.3567
62933,-1.3426
62934,225.4687
62935,0.9084
62936,109.4877
62937,212.7988
62938,337.5282
62939,222.8408
62940,114.4139
62941,222.5607
62942,113.0589
62943,4.8021
62944,217.9461
62945,211.1608
62946,118.3387
62947,234.4646
62948,211.3505
62949,220.7757
62950,229.4444
62951,218.0054
62952,221.6041
62953,232.8239
62954,134.3518
62955,-0.8959
62956,237.9089
62957,222.6296
62958,221.3546
62959,361.4755
62960,116.691
62961,221.5022
62962,113.6106
62963,214.384
62964,229.613
62965,224.3374
62966,224.0808
62967,323.9827
62968,3.6944
62969,134.7804
62970,221.4098
62971,9.0408
62972,222.8688
62973,108.9408
62974,5.9613
62975,224.0471
62976,115.6549
62977,117.2195
62978,110.683
62979,344.3488
62980,111.1598
62981,8.1524
62982,4.1458
62983,4.6899
62984,122.9409
62985,344.9875
62986,1.4985
62987,215.6281
62988,342.0711
62989,229.1126
62990,-0.1859
62991,107.4175
62992,219.0254
62993,330.7365
62994,-1.0698
62995,104.9902
62996,219.3984
62997,110.6
62998,99.0192
62999,0.8808
63000,5.4792
63001,2.9871
63002,0.6132
63003,103.0033
63004,224.1139
63005,115.4471
63006,7.2702
63007,214.8573
63008,112.4707
63009,213.6218
63010,116.9427
63011,119.8603
63012,339.6746
63013,211.8833
63014,324.9208
63015,216.2717
63016,111.7841
63017,106.2663
63018,212.4313
63019,-0.4637
63020,108.4245
63021,236.8639
63022,224.3751
63023,116.116
63024,115.4713
63025,107.606
63026,7.8966
63027,217.7656
63028,108.5535
63029,223.2009
63030,328.4987
63031,220.0393
63032,221.3068
63033,218.933
63034,111.8552
63035,225.3785
63036,116.0487
63037,227.6839
63038,112.3834
63039,114.2576
63040,3.4301
63041,216.8841
63042,239.8942
63043,325.2259
63044,115.3331
63045,219.7577
63046,225.6284
63047,323.4611
63048,107.2288
63049,217.5414
63050,209.7803
63051,224.9292
63052,218.0436
63053,5.3479
63054,338.2967
63055,314.7261
63056,324.1087
63057,120.8252
63058,326.4306
63059,113.7221
63060,111.3989
63061,104.5528
63062,328.8632
63063,233.7708
63064,110.6181
63065,216.2661
63066,220.7602
63067,10.9697
63068,-0.8912
63069,329.0148
63070,111.5622
63071,108.6963
63072,116.576
63073,1.7244
63074,341.28
63075,117.0019
63076,15.6224
63077,220.3828
63078,224.6917
63079,113.4851
63080,224.2275
63081,219.0189
63082,352.1784
63083,114.1219
63084,341.0178
63085,0.2456
63086,226.8377
63087,105.7753
63088,223.1712
63089,220.5928
63090,336.0312
63091,235.0268
63092,114.5617
63093,113.049
63094,216.1179
63095,229.8641
63096,216.0651
63097,0.3789
63098,214.8062
63099,116.7188
63100,228.7267
63101,119.4318
63102,217.4006
63103,97.3489
63104,111.6212
63105,315.8828
63106,206.6782
63107,0.0117
63108,112.4586
63109,217.0937
63110,224.7294
63111,-0.5248
63112,107.9384
63113,115.2142
63114,-0.5686
63115,111.9014
63116,104.6181
63117,242.4542
63118,0.0174
63119,221.2052
63120,112.6464
63121,114.5232
63122,114.5531
63123,228.2241
63124,0.4819
63125,115.088
63126,238.4879
63127,225.1281
63128,106.9047
63129,112.3225
63130,129.0766
63131,228.4086
63132,229.1926
63133,219.2025
63134,2.6268
63135,222.2659
63136,219.4496
63137,107.8441
63138,231.3289
63139,15.0503
63140,108.9127
63141,217.3716
63142,320.4743
63143,9.1466
63144,111.9523
63145,327.435
63146,-0.4554
63147,-1.1063
63148,3.6333
63149,340.8294
63150,217.9742
63151,104.0133
63152,118.7564
63153,106.7885
63154,204.7054
63155,218.9561
63156,110.7664
63157,-1.2104
63158,218.8069
63159,-0.6434
63160,236.8994
63161,234.1349
63162,5.3891
63163,217.091
63164,134.872
63165,224.3764
63166,225.8511
63167,216.266
63168,5.063
63169,-1.5216
63170,229.4495
63171,212.2866
63172,0.2274
63173,109.4033
63174,0.3467
63175,0.759
63176,325.5526
63177,219.8708
63178,8.5172
63179,108.3519
63180,112.8169
63181,108.5581
63182,116.3129
63183,110.5744
63184,221.7132
63185,115.023
63186,115.2514
63187,-0.6158
63188,121.184
63189,109.5631
63190,6.5085
63191,7.203
63192,218.7342
63193,212.8105
63194,112.582
63195,239.8511
63196,236.0531
63197,218.117
63198,113.9102
63199,334.3156
63200,236.5532
63201,228.1121
63202,218.8695
63203,220.6829
63204,121.6932
63205,113.4572
63206,236.5084
63207,216.3556
63208,115.3089
63209,239.4894
63210,113.8237
63211,221.4221
63212,114.9725
63213,-0.9169
63214,100.9252
63215,328.5641
63216,117.3791
63217,220.1149
63218,-0.5598
63219,216.2203
63220,235.7534
63221,209.8698
63222,12.2464
63223,216.7876
63224,4.6784
63225,0.0193
63226,226.2146
63227,109.6898
63228,113.8762
63229,14.9749
63230,-1.4244
63231,-1.0156
63232,216.711
63233,4.6902
63234,218.6262
63235,223.5136
63236,223.5057
63237,338.2444
63238,109.3912
63239,228.8671
63240,221.6977
63241,-0.8678
63242,114.0533
63243,107.273
63244,339.9935
63245,106.8229
63246,5.1625
63247,-1.7643
63248,222.0021
63249,-0.6779
63250,219.0563
63251,231.342
63252,115.1074
63253,0.2296
63254,315.697
63255,219.2532
63256,114.0532
63257,-3.0291
63258,214.0175
63259,221.0721
63260,116.1797
63261,204.5994
63262,344.1243
63263,4.761
63264,107.0893
63265,340.5651
63266,240.1589
63267,239.2578
63268,224.8849
63269,110.2249
63270,144.2817
63271,120.8984
63272,3.7063
63273,10.1142
63274,110.8535
63275,113.1852
63276,225.1117
63277,215.7456
63278,0.6616
63279,-0.9723
63280,234.7213
63281,115.2157
63282,213.9001
63283,99.0697
63284,114.9663
63285,221.0913
63286,246.8159
63287,6.7561
63288,214.2205
63289,142.0296
63290,219.921
63291,-0.4929
63292,201.7888
63293,213.9254
63294,108.861
63295,226.3041
63296,232.0259
63297,237.0137
63298,101.7523
63299,240.815
63300,111.6428
63301,234.8558
63302,238.2751
63303,240.7558
63304,212.4006
63305,235.7736
63306,339.9186
63307,118.3957
63308,114.0684
63309,229.586
63310,114.4214
63311,118.0169
63312,220.1519
63313,240.1797
63314,221.2846
63315,228.1029
63316,108.8519
63317,118.3602
63318,322.7872
63319,100.9448
63320,111.9596
63321,119.7419
63322,114.9283
63323,220.9964
63324,-2.8519
63325,217.346
63326,120.2181
63327,108.9509
63328,0.1558
63329,216.8069
63330,0.0413
63331,230.2248
63332,5.3374
63333,109.8822
63334,342.3267
63335,106.1734
63336,220.6986
63337,108.7527
63338,108.0021
63339,341.5493
63340,252.3965
63341,210.941
63342,-1.2253
63343,218.6655
63344,7.6362
63345,223.7005
63346,108.8726
63347,210.2463
63348,108.4606
63349,107.5645
63350,326.3835
63351,116.8458
63352,317.3676
63353,108.5505
63354,202.5991
63355,0.1893
63356,218.3342
63357,6.0257
63358,110.8951
63359,104.9225
63360,225.7461
63361,219.7105
63362,215.193
63363,213.805
63364,328.8451
63365,215.7345
63366,115.1605
63367,344.2683
63368,111.3722
63369,110.5793
63370,229.9857
63371,213.8536
63372,218.3203
63373,0.3842
63374,228.8111
63375,103.6395
63376,246.9115
63377,-3.514
63378,-0.9684
63379,8.5335
63380,320.3315
63381,114.4117
63382,4.2097
63383,113.5544
63384,312.6244
63385,233.2442
63386,238.7134
63387,110.3187
63388,-3.7241
63389,-0.6525
63390,253.014
63391,12.5344
63392,15.4876
63393,222.0817
63394,0.456
63395,133.0724
63396,214.5897
63397,4.767
63398,220.2034
63399,215.2248
63400,316.0503
63401,-0.9341
63402,115.1788
63403,239.3411
63404,15.3106
63405,110.6304
63406,235.0866
63407,337.8797
63408,115.6115
63409,225.0787
63410,-1.0907
63411,210.5989
63412,239.6525
63413,344.5682
63414,221.4277
63415,121.5007
63416,219.9149
63417,-0.876
63418,12.6203
63419,0.0115
63420,5.2138
63421,114.7027
63422,323.5687
63423,0.2099
63424,221.6419
63425,227.1468
63426,214.9043
63427,110.6504
63428,114.3152
63429,348.2872
63430,-0.9583
63431,2.1683
63432,115.2913
63433,226.2285
63434,223.9323
63435,217.4721
63436,219.4636
63437,343.0934
63438,213.1242
63439,324.3348
63440,114.566
63441,225.3323
63442,0.9699
63443,107.7674
63444,125.6283
63445,216.3105
63446,341.7718
63447,5.42
63448,7.1486
63449,0.2117
63450,111.7942
63451,0.5195
63452,132.2086
63453,112.9248
63454,217.5503
63455,12.9761
63456,6.8261
63457,219.8281
63458,216.7462
63459,-0.0276
63460,16.3227
63461,337.3082
63462,232.7676
63463,0.4102
63464,239.6897
63465,220.8808
63466,345.2728
63467,213.848
63468,106.483
63469,239.6278
63470,338.9286
63471,113.1263
63472,238.4293
63473,241.3551
63474,-0.7883
63475,226.0658
63476,337.9552
63477,113.7478
63478,109.1733
63479,228.0251
63480,121.755
63481,337.8481
63482,222.5114
63483,13.7746
63484,115.3056
63485,-0.8129
63486,107.5707
63487,215.4237
63488,229.462
63489,223.2258
63490,334.838
63491,0.5657
63492,225.0534
63493,110.4331
63494,222.6364
63495,136.9224
63496,115.2925
63497,340.4271
63498,4.808
63499,0.5576
63500,114.157
63501,110.6786
63502,213.0232
63503,333.1283
63504,340.182
63505,109.4223
63506,-1.7982
63507,6.5914
63508,-1.7336
63509,12.4727
63510,5.4592
63511,236.7536
63512,335.6582
63513,221.0173
63514,108.7377
63515,113.2895
63516,241.7974
63517,109.7579
63518,237.4754
63519,13.6706
63520,222.063
63521,5.0581
63522,245.67
63523,241.3968
63524,114.7109
63525,236.5252
63526,235.1369
63527,230.9992
63528,123.9407
63529,333.1985
63530,223.7183
63531,247.5068
63532,115.3575
63533,111.1472
63534,220.7875
63535,214.5979
63536,114.2677
63537,109.6577
63538,231.4789
63539,227.679
63540,351.2636
63541,230.5866
63542,116.2372
63543,115.9895
63544,338.2963
63545,0.1516
63546,0.3542
63547,-2.9377
